;Key;annee;cluster
922;Killian Hayes;2021;4
923;Killian Hayes;2022;4
924;Killian Tillie;2021;2
925;Killian Tillie;2022;3
926;Kira Lewis;2021;2
927;Kira Lewis;2022;3
928;Klay Thompson;2022;1
929;Kris Dunn;2020;4
930;Kris Dunn;2021;2
931;Kristaps Porzingis;2020;1
932;Kristaps Porzingis;2021;1
933;Kristaps Porzingis;2022;3
934;Kyle Anderson;2020;3
935;Kyle Anderson;2021;4
936;Kyle Anderson;2022;3
937;Kyle Guy;2020;0
938;Kyle Guy;2021;3
939;Kyle Guy;2022;3
940;Kyle Kuzma;2020;2
941;Kyle Kuzma;2021;3
942;Kyle Kuzma;2022;4
943;Kyle Lowry;2020;4
944;Kyle Lowry;2021;4
945;Kyle Lowry;2022;4
946;Kyrie Irving;2020;4
947;Kyrie Irving;2021;4
948;Kyrie Irving;2022;4
949;LaMarcus Aldridge;2021;2
950;LaMarcus Aldridge;2022;2
951;LaMelo Ball;2021;1
952;LaMelo Ball;2022;4
953;Lamar Stevens;2021;3
954;Lamar Stevens;2022;2
955;Landry Shamet;2020;1
956;Landry Shamet;2021;3
957;Landry Shamet;2022;3
958;Langston Galloway;2020;3
959;Langston Galloway;2021;2
960;Langston Galloway;2022;3
961;Larry Nance;2020;3
962;Larry Nance;2021;1
963;Larry Nance;2022;3
964;Lauri Markkanen;2020;4
965;Lauri Markkanen;2021;1
966;Lauri Markkanen;2022;1
967;LeBron James;2020;4
968;LeBron James;2021;1
969;LeBron James;2022;4
970;Lonnie Walker;2020;3
971;Lonnie Walker;2021;1
972;Lonnie Walker;2022;3
973;Lonzo Ball;2020;4
974;Lonzo Ball;2021;4
975;Lonzo Ball;2022;4
976;Lou Williams;2020;0
977;Lou Williams;2021;1
978;Lou Williams;2022;2
979;Luguentz Dort;2020;1
980;Luguentz Dort;2021;4
981;Luguentz Dort;2022;1
982;Luka Doncic;2020;4
983;Luka Doncic;2021;4
984;Luka Doncic;2022;4
985;Luka Garza;2022;3
986;Luka Samanic;2020;2
987;Luka Samanic;2021;2
988;Luke Kennard;2020;4
989;Luke Kennard;2021;1
990;Luke Kennard;2022;3
991;Luke Kornet;2020;1
992;Luke Kornet;2021;2
993;Luke Kornet;2022;2
994;Malachi Flynn;2021;1
995;Malachi Flynn;2022;2
996;Malcolm Brogdon;2020;4
997;Malcolm Brogdon;2021;4
998;Malcolm Brogdon;2022;4
999;Malik Beasley;2020;3
1000;Malik Beasley;2021;4
1001;Malik Beasley;2022;3
1002;Malik Monk;2020;3
1003;Malik Monk;2021;3
1004;Malik Monk;2022;1
1005;Mamadi Diakite;2021;3
1006;Mamadi Diakite;2022;2
1007;Marc Gasol;2020;3
1008;Marc Gasol;2021;1
1009;Marcus Garrett;2022;3
1010;Marcus Smart;2020;4
1011;Marcus Smart;2021;4
1012;Marcus Smart;2022;4
1013;Markelle Fultz;2020;4
1014;Markelle Fultz;2021;4
1015;Marko Simonovic;2022;2
1016;Marquese Chriss;2020;3
1017;Marquese Chriss;2022;2
1018;Marvin BagleyI;2020;3
1019;Marvin BagleyI;2021;1
1020;Marvin BagleyI;2022;3
1021;Mason Plumlee;2020;3
1022;Mason Plumlee;2021;1
1023;Mason Plumlee;2022;1
1024;Matisse Thybulle;2020;3
1025;Matisse Thybulle;2021;3
1026;Matisse Thybulle;2022;1
1027;Maurice Harkless;2020;1
1028;Maurice Harkless;2021;1
1029;Maurice Harkless;2022;1
1030;Max Strus;2021;3
1031;Max Strus;2022;3
1032;Maxi Kleber;2020;1
1033;Maxi Kleber;2021;1
1034;Maxi Kleber;2022;3
1035;McKinley Wright;2022;2
1036;Mfiondu Kabengele;2020;2
1037;Mfiondu Kabengele;2021;3
1038;Michael Carter-Williams;2020;3
1039;Michael Carter-Williams;2021;4
1040;Michael Porter;2020;3
1041;Michael Porter;2021;1
1042;Michael Porter;2022;1
1043;Mikal Bridges;2020;1
1044;Mikal Bridges;2021;4
1045;Mikal Bridges;2022;1
1046;Mike Conley;2020;4
1047;Mike Conley;2021;4
1048;Mike Conley;2022;4
1049;Mike James;2021;3
1050;Mike Muscala;2020;2
1051;Mike Muscala;2021;2
1052;Mike Muscala;2022;2
1053;Mike Scott;2020;2
1054;Mike Scott;2021;3
1055;Miles McBride;2022;1
1056;Mitchell Robinson;2020;3
1057;Mitchell Robinson;2021;1
1058;Mitchell Robinson;2022;3
1059;Miye Oni;2020;3
1060;Miye Oni;2021;3
1061;Miye Oni;2022;3
1062;Mo Bamba;2020;3
1063;Mo Bamba;2021;3
1064;Mo Bamba;2022;0
1065;Monte Morris;2020;3
1066;Monte Morris;2021;2
1067;Monte Morris;2022;4
1068;Montrezl Harrell;2020;2
1069;Montrezl Harrell;2021;2
1070;Montrezl Harrell;2022;2
1071;Moritz Wagner;2020;3
1072;Moritz Wagner;2021;1
1073;Moritz Wagner;2022;2
1074;Moses Brown;2020;3
1075;Moses Brown;2021;3
1076;Moses Brown;2022;2
1077;Moses Moody;2022;2
1078;Mychal Mulder;2020;3
1079;Mychal Mulder;2021;3
1080;Mychal Mulder;2022;3
1081;Myles Turner;2020;0
1082;Myles Turner;2021;1
1083;Myles Turner;2022;3
1084;Naji Marshall;2021;1
1085;Naji Marshall;2022;2
1086;Nassir Little;2020;3
1087;Nassir Little;2021;3
1088;Nassir Little;2022;1
1089;Nate Hinton;2021;2
1090;Nathan Knight;2021;2
1091;Nathan Knight;2022;2
1092;Naz Reid;2020;1
1093;Naz Reid;2021;3
1094;Naz Reid;2022;3
1095;Neemias Queta;2022;2
1096;Nemanja Bjelica;2020;1
1097;Nemanja Bjelica;2021;3
1098;Nemanja Bjelica;2022;3
1099;Nerlens Noel;2020;3
1100;Nerlens Noel;2021;3
1101;Nerlens Noel;2022;3
1102;Nick Richards;2021;2
1103;Nick Richards;2022;3
1104;Nickeil Alexander-Walker;2020;3
1105;Nickeil Alexander-Walker;2021;0
1106;Nickeil Alexander-Walker;2022;3
1107;Nicolas Batum;2020;0
1108;Nicolas Batum;2021;3
1109;Nicolas Batum;2022;1
1110;Nicolas Claxton;2020;2
1111;Nicolas Claxton;2021;2
1112;Nicolas Claxton;2022;3
1113;Nicolo Melli;2020;3
1114;Nicolo Melli;2021;3
1115;Nikola Jokic;2020;1
1116;Nikola Jokic;2021;1
1117;Nikola Jokic;2022;1
1118;Nikola Vucevic;2020;1
1119;Nikola Vucevic;2021;1
1120;Nikola Vucevic;2022;1
1121;Norman Powell;2020;1
1122;Norman Powell;2021;1
1123;Norman Powell;2022;1
1124;OG Anunoby;2020;4
1125;OG Anunoby;2021;1
1126;OG Anunoby;2022;2
1127;Obi Toppin;2021;3
1128;Obi Toppin;2022;3
1129;Omer Yurtseven;2022;2
1130;Onyeka Okongwu;2021;2
1131;Onyeka Okongwu;2022;3
1132;Oshae Brissett;2020;2
1133;Oshae Brissett;2021;1
1134;Oshae Brissett;2022;3
1135;Otto Porter;2020;3
1136;Otto Porter;2021;3
1137;Otto Porter;2022;1
1138;PJ Dozier;2020;3
1139;PJ Dozier;2021;3
1140;PJ Dozier;2022;2
1141;PJ Tucker;2020;1
1142;PJ Tucker;2021;3
1143;PJ Tucker;2022;1
1144;PJ Washington;2020;4
1145;PJ Washington;2021;4
1146;PJ Washington;2022;3
1147;Pascal Siakam;2020;1
1148;Pascal Siakam;2021;1
1149;Pascal Siakam;2022;1
1150;Pat Connaughton;2020;3
1151;Pat Connaughton;2021;2
1152;Pat Connaughton;2022;1
1153;Patrick Beverley;2020;4
1154;Patrick Beverley;2021;4
1155;Patrick Beverley;2022;1
1156;Patrick Patterson;2020;1
1157;Patrick Patterson;2021;3
1158;Patrick Williams;2021;1
1159;Patrick Williams;2022;1
1160;Patty Mills;2021;2
1161;Patty Mills;2022;3
1162;Paul George;2020;4
1163;Paul George;2021;4
1164;Paul George;2022;4
1165;Paul Millsap;2020;1
1166;Paul Millsap;2021;1
1167;Paul Millsap;2022;2
1168;Paul Reed;2021;2
1169;Paul Reed;2022;3
1170;Payton Pritchard;2021;3
1171;Payton Pritchard;2022;3
1172;Precious Achiuwa;2021;0
1173;Precious Achiuwa;2022;3
1174;Quentin Grimes;2022;0
1175;RJ Barrett;2020;4
1176;RJ Barrett;2021;4
1177;Rajon Rondo;2020;3
1178;Rajon Rondo;2021;3
1179;Rajon Rondo;2022;2
1180;Raul Neto;2020;3
1181;Raul Neto;2021;3
1182;Raul Neto;2022;3
1183;Reggie Bullock;2020;1
1184;Reggie Bullock;2021;4
1185;Reggie Bullock;2022;3
1186;Reggie Jackson;2020;1
1187;Reggie Jackson;2021;1
1188;Reggie Jackson;2022;4
1189;Reggie Perry;2021;2
1190;Richaun Holmes;2020;1
1191;Richaun Holmes;2021;1
1192;Richaun Holmes;2022;1
1193;Ricky Rubio;2020;1
1194;Ricky Rubio;2021;1
1195;Ricky Rubio;2022;0
1196;Robert Covington;2020;1
1197;Robert Covington;2021;1
1198;Robert Covington;2022;1
1199;Robert WilliamsI;2020;2
1200;Robert WilliamsI;2021;3
1201;Robert WilliamsI;2022;1
1202;Robert Woodard;2021;3
1203;Robert Woodard;2022;3
1204;Robin Lopez;2020;2
1205;Robin Lopez;2021;3
1206;Robin Lopez;2022;1
1207;Rodney Hood;2021;3
1208;Rodney Hood;2022;2
1209;Rodney McGruder;2020;3
1210;Rodney McGruder;2021;2
1211;Rodney McGruder;2022;3
1212;Romeo Langford;2020;3
1213;Romeo Langford;2021;3
1214;Romeo Langford;2022;3
1215;Rondae Hollis-Jefferson;2020;3
1216;Royce ONeale;2020;1
1217;Royce ONeale;2021;1
1218;Royce ONeale;2022;1
1219;Rudy Gay;2020;3
1220;Rudy Gay;2021;2
1221;Rudy Gay;2022;2
1222;Rudy Gobert;2020;1
1223;Rudy Gobert;2021;1
1224;Rudy Gobert;2022;1
1225;Rui Hachimura;2020;1
1226;Rui Hachimura;2021;1
1227;Rui Hachimura;2022;3
1228;Russell Westbrook;2020;4
1229;Russell Westbrook;2021;4
1230;Russell Westbrook;2022;4
1231;Saben Lee;2021;3
1232;Saben Lee;2022;3
1233;Saddiq Bey;2021;1
1234;Saddiq Bey;2022;1
1235;Sam Hauser;2022;3
1236;Sam Merrill;2021;0
1237;Sam Merrill;2022;3
1238;Sandro Mamukelashvili;2022;2
1239;Santi Aldama;2022;2
1240;Scottie Barnes;2022;4
1241;Sekou Doumbouya;2020;3
1242;Sekou Doumbouya;2021;2
1243;Sekou Doumbouya;2022;2
1244;Semi Ojeleye;2020;3
1245;Semi Ojeleye;2021;3
1246;Semi Ojeleye;2022;3
1247;Serge Ibaka;2020;3
1248;Serge Ibaka;2021;1
1249;Serge Ibaka;2022;3
1250;Seth Curry;2020;1
1251;Seth Curry;2021;4
1252;Seth Curry;2022;4
1253;Shai Gilgeous-Alexander;2020;4
1254;Shai Gilgeous-Alexander;2021;4
1255;Shai Gilgeous-Alexander;2022;4
1256;Shake Milton;2020;1
1257;Shake Milton;2021;3
1258;Shake Milton;2022;3
1259;Shaquille Harrison;2020;3
1260;Shaquille Harrison;2021;3
1261;Shaquille Harrison;2022;1
1262;Sharife Cooper;2022;3
1263;Sindarius Thornwell;2021;3
1264;Skylar Mays;2021;2
1265;Skylar Mays;2022;1
1266;Solomon Hill;2020;3
1267;Solomon Hill;2021;3
1268;Solomon Hill;2022;3
1269;Spencer Dinwiddie;2020;4
1270;Spencer Dinwiddie;2021;4
1271;Spencer Dinwiddie;2022;4
1272;Stephen Curry;2020;0
1273;Stephen Curry;2021;4
1274;Stephen Curry;2022;4
1275;Sterling Brown;2020;3
1276;Sterling Brown;2021;3
1277;Sterling Brown;2022;3
1278;Steven Adams;2020;1
1279;Steven Adams;2021;1
1280;Steven Adams;2022;1
1281;Svi Mykhailiuk;2020;1
1282;Svi Mykhailiuk;2021;3
1283;Svi Mykhailiuk;2022;3
1284;T.J. Leaf;2020;3
1285;T.J. Leaf;2021;3
1286;T.J. McConnell;2020;1
1287;T.J. McConnell;2021;0
1288;T.J. McConnell;2022;1
1289;T.J. Warren;2020;1
1290;T.J. Warren;2021;4
1291;Tacko Fall;2020;2
1292;Tacko Fall;2021;2
1293;Tacko Fall;2022;3
1294;Taj Gibson;2020;3
1295;Taj Gibson;2021;2
1296;Taj Gibson;2022;2
1297;Talen Horton-Tucker;2020;0
1298;Talen Horton-Tucker;2021;3
1299;Talen Horton-Tucker;2022;4
1300;Terance Mann;2020;1
1301;Terance Mann;2021;3
1302;Terance Mann;2022;1
1303;Terence Davis;2020;3
1304;Terence Davis;2021;3
1305;Terence Davis;2022;4
1306;Terrence Ross;2020;3
1307;Terrence Ross;2021;3
1308;Terrence Ross;2022;3
1309;Terry Rozier;2020;4
1310;Terry Rozier;2021;4
1311;Terry Rozier;2022;4
1312;Terry Taylor;2022;1
1313;Thaddeus Young;2020;3
1314;Thaddeus Young;2021;3
1315;Thaddeus Young;2022;2
1316;Thanasis Antetokounmpo;2020;0
1317;Thanasis Antetokounmpo;2021;2
1318;Thanasis Antetokounmpo;2022;3
1319;Theo Maledon;2021;4
1320;Theo Maledon;2022;3
1321;Thomas Bryant;2020;0
1322;Thomas Bryant;2021;1
1323;Thomas Bryant;2022;0
1324;Tim Hardaway;2020;1
1325;Tim Hardaway;2021;3
1326;Tim Hardaway;2022;1
1327;Timothe Luwawu-Cabarrot;2020;3
1328;Timothe Luwawu-Cabarrot;2021;3
1329;Timothe Luwawu-Cabarrot;2022;3
1330;Tobias Harris;2020;1
1331;Tobias Harris;2021;1
1332;Tobias Harris;2022;1
1333;Tomas Satoransky;2020;1
1334;Tomas Satoransky;2021;3
1335;Tomas Satoransky;2022;2
1336;Tony Bradley;2020;2
1337;Tony Bradley;2021;3
1338;Tony Bradley;2022;2
1339;Tony Snell;2020;1
1340;Tony Snell;2021;3
1341;Tony Snell;2022;3
1342;Torrey Craig;2020;3
1343;Torrey Craig;2021;3
1344;Torrey Craig;2022;2
1345;Trae Young;2020;4
1346;Trae Young;2021;4
1347;Trae Young;2022;4
1348;Tre Jones;2021;3
1349;Tre Jones;2022;1
1350;Tre Mann;2022;3
1351;Tremont Waters;2020;0
1352;Tremont Waters;2021;3
1353;Trendon Watford;2022;3
1354;Trent Forrest;2021;2
1355;Trent Forrest;2022;3
1356;Trevor Ariza;2020;3
1357;Trevor Ariza;2021;1
1358;Trevor Ariza;2022;3
1359;Trey Burke;2020;3
1360;Trey Burke;2021;3
1361;Trey Burke;2022;2
1362;Trey Lyles;2020;1
1363;Trey Lyles;2021;1
1364;Trey Lyles;2022;2
1365;Tristan Thompson;2020;1
1366;Tristan Thompson;2021;1
1367;Tristan Thompson;2022;2
1368;Troy Brown;2020;1
1369;Troy Brown;2021;2
1370;Troy Brown;2022;2
1371;Ty Jerome;2020;3
1372;Ty Jerome;2021;3
1373;Ty Jerome;2022;3
1374;Tyler Bey;2021;3
1375;Tyler Cook;2021;2
1376;Tyler Cook;2022;2
1377;Tyler Herro;2020;1
1378;Tyler Herro;2021;4
1379;Tyler Herro;2022;2
1380;Tyler Johnson;2020;3
1381;Tyler Johnson;2021;2
1382;Tyrell Terry;2021;1
1383;Tyrell Terry;2022;0
1384;Tyrese Haliburton;2021;1
1385;Tyrese Haliburton;2022;4
1386;Tyrese Maxey;2021;3
1387;Tyrese Maxey;2022;4
1388;Tyus Jones;2020;1
1389;Tyus Jones;2021;3
1390;Tyus Jones;2022;1
1391;Udoka Azubuike;2021;2
1392;Udoka Azubuike;2022;3
1393;Udonis Haslem;2021;2
1394;Udonis Haslem;2022;2
1395;Usman Garuba;2022;3
1396;Vernon Carey;2021;3
1397;Vernon Carey;2022;2
1398;Victor Oladipo;2020;4
1399;Victor Oladipo;2021;4
1400;Vit Krejci;2022;2
1401;Vlatko Cancar;2020;2
1402;Vlatko Cancar;2021;2
1403;Vlatko Cancar;2022;2
1404;Wayne Ellington;2020;3
1405;Wayne Ellington;2021;1
1406;Wayne Ellington;2022;0
1407;Wendell Carter;2020;1
1408;Wendell Carter;2021;1
1409;Wendell Carter;2022;1
1410;Wenyen Gabriel;2020;3
1411;Wenyen Gabriel;2021;2
1412;Wenyen Gabriel;2022;3
1413;Wes Iwundu;2020;3
1414;Wes Iwundu;2021;3
1415;Wes Iwundu;2022;2
1416;Wesley Matthews;2020;4
1417;Wesley Matthews;2021;3
1418;Wesley Matthews;2022;1
1419;Will Barton;2020;1
1420;Will Barton;2021;4
1421;Will Barton;2022;1
1422;Willie Cauley-Stein;2020;1
1423;Willie Cauley-Stein;2021;1
1424;Willie Cauley-Stein;2022;3
1425;Willy Hernangomez;2020;3
1426;Willy Hernangomez;2021;3
1427;Willy Hernangomez;2022;3
1428;Xavier Tillman;2021;3
1429;Xavier Tillman;2022;3
1430;Yuta Watanabe;2020;1
1431;Yuta Watanabe;2021;3
1432;Yuta Watanabe;2022;2
1433;Yves Pons;2022;3
1434;Zach Collins;2020;1
1435;Zach LaVine;2021;4
1436;Zach LaVine;2022;4
1437;Zeke Nnaji;2021;2
1438;Zeke Nnaji;2022;3
1439;Ziaire Williams;2020;0
1440;Ziaire Williams;2021;4
1441;Zion Williamson;2020;1
1442;Zion Williamson;2021;1
